event_id,homeTeam,awayTeam,homeGoals,awayGoals,h_player_0,h_position_0,h_score_0,h_player_1,h_position_1,h_score_1,h_player_2,h_position_2,h_score_2,h_player_3,h_position_3,h_score_3,h_player_4,h_position_4,h_score_4,h_player_5,h_position_5,h_score_5,h_player_6,h_position_6,h_score_6,h_player_7,h_position_7,h_score_7,h_player_8,h_position_8,h_score_8,h_player_9,h_position_9,h_score_9,h_player_10,h_position_10,h_score_10,a_player_11,a_position_11,a_score_11,a_player_12,a_position_12,a_score_12,a_player_13,a_position_13,a_score_13,a_player_14,a_position_14,a_score_14,a_player_15,a_position_15,a_score_15,a_player_16,a_position_16,a_score_16,a_player_17,a_position_17,a_score_17,a_player_18,a_position_18,a_score_18,a_player_19,a_position_19,a_score_19,a_player_20,a_position_20,a_score_20,a_player_21,a_position_21,a_score_21
8692252,Wolverhampton,Everton,3,0,Rui Patrício,G,7.4,Willy Boly,D,7.7,Conor Coady,D,7.1,Romain Saïss,D,7.4,Matt Doherty,M,7.0,Leander Dendoncker,M,7.4,Rúben Neves,M,8.8,Jonny Otto,M,6.8,Pedro Neto,F,7.4,Raúl Jiménez,F,7.1,Daniel Podence,F,7.6,Jordan Pickford,G,6.6,Michael Keane,D,6.6,Yerry Mina,D,6.6,Lucas Digne,D,6.4,Theo Walcott,M,6.3,Tom Davies,M,6.4,Gylfi Sigurðsson,M,6.4,Anthony Gordon,M,6.4,Leighton Baines,M,6.7,Richarlison,F,6.6,Dominic Calvert-Lewin,F,6.9
8692253,Aston Villa,Crystal Palace,2,0,Pepe Reina,G,8.0,Ahmed El-Mohamady,D,7.3,Ezri Konsa,D,6.4,Tyrone Mings,D,6.9,Neil Taylor,D,6.9,John McGinn,M,7.1,Douglas Luiz,M,7.1,Conor Hourihane,M,7.5,Trezeguet,F,8.0,Mbwana Samatta,F,6.3,Jack Grealish,F,7.5,Vicente Guaita,G,8.0,Joel Ward,D,6.9,Scott Dann,D,6.5,Mamadou Sakho,D,6.5,Patrick van Aanholt,D,6.7,Luka Milivojević,M,6.6,Wilfried Zaha,M,7.0,James McArthur,M,6.4,Cheikhou Kouyaté,M,6.3,Jordan Ayew,M,6.9,Christian Benteke,F,7.6
8692254,Tottenham,Arsenal,2,1,Hugo Lloris,G,6.8,Serge Aurier,D,6.7,Davinson Sánchez,D,6.6,Toby Alderweireld,D,7.5,Ben Davies,D,6.8,Moussa Sissoko,M,6.6,Giovani Lo Celso,M,6.6,Harry Winks,M,6.8,Lucas Moura,M,8.4,Heung-Min Son,F,8.2,Harry Kane,F,7.0,Emiliano Martínez,G,7.7,Shkodran Mustafi,D,7.1,David Luiz,D,6.5,Sead Kolašinac,D,6.2,Héctor Bellerín,M,6.5,Dani Ceballos,M,7.1,Granit Xhaka,M,7.0,Kieran Tierney,M,6.4,Nicolas Pépé,F,6.7,Alexandre Lacazette,F,7.5,Pierre-Emerick Aubameyang,F,6.9
8692258,Bournemouth,Leicester City,4,1,Aaron Ramsdale,G,7.1,Jack Stacey,D,6.8,Nathan Aké,D,6.6,Lloyd Kelly,D,6.3,Diego Rico,D,7.6,David Brooks,M,6.8,Dan Gosling,M,6.2,Jefferson Lerma,M,6.8,Arnaut Danjuma,M,6.5,Dominic Solanke,F,8.3,Callum Wilson,F,6.8,Kasper Schmeichel,G,5.6,James Justin,D,6.2,Jonny Evans,D,6.0,Çağlar Söyüncü,D,6.1,Marc Albrighton,M,6.8,Wilfred Ndidi,M,6.5,Youri Tielemans,M,6.7,Christian Fuchs,M,5.8,Ayoze Pérez,F,7.2,Kelechi Iheanacho,F,6.8,Jamie Vardy,F,7.3
8692259,Manchester United,Southampton,2,2,David De Gea,G,6.6,Aaron Wan-Bissaka,D,6.5,Victor Lindelöf,D,6.9,Harry Maguire,D,6.4,Luke Shaw,D,6.8,Paul Pogba,M,6.3,Nemanja Matić,M,6.8,Mason Greenwood,M,6.4,Bruno Fernandes,M,7.2,Marcus Rashford,M,7.3,Anthony Martial,F,8.4,Alex McCarthy,G,6.5,Kyle Walker-Peters,D,5.8,Jack Stephens,D,6.4,Jan Bednarek,D,6.8,Ryan Bertrand,D,6.4,Stuart Armstrong,M,7.3,James Ward-Prowse,M,6.4,Oriol Romeu,M,6.6,Nathan Redmond,M,7.8,Danny Ings,F,6.4,Che Adams,F,7.0
8692270,Chelsea,Norwich City,1,0,Kepa Arrizabalaga,G,6.9,César Azpilicueta,D,8.8,Antonio Rüdiger,D,7.8,Kurt Zouma,D,7.1,Marcos Alonso,D,6.9,Ruben Loftus-Cheek,M,7.1,Jorginho,M,7.0,Mateo Kovačić,M,7.0,Willian,F,7.9,Olivier Giroud,F,7.3,Christian Pulišić,F,7.4,Tim Krul,G,7.4,Max Aarons,D,6.4,Ben Godfrey,D,6.4,Timm Klose,D,7.1,Jamal Lewis,D,7.0,Alexander Tettey,M,6.5,Todd Cantwell,M,7.2,Lukas Rupp,M,6.5,Kenny McLean,M,6.5,Onel Hernández,M,6.7,Josip Drmić,F,6.6
8692269,Burnley,Wolverhampton,1,1,Nick Pope,G,7.0,Phil Bardsley,D,6.8,Kevin Long,D,6.7,James Tarkowski,D,7.1,Charlie Taylor,D,6.7,Erik Pieters,M,6.4,Ashley Westwood,M,7.3,Josh Brownhill,M,6.6,Dwight McNeil,M,6.2,Chris Wood,F,6.5,Jay Rodriguez,F,6.4,Rui Patrício,G,6.3,Willy Boly,D,7.3,Conor Coady,D,6.8,Romain Saïss,D,6.8,Adama Traoré,M,7.6,Rúben Neves,M,7.3,João Moutinho,M,7.7,Rúben Vinagre,M,6.8,Daniel Podence,F,6.7,Raúl Jiménez,F,7.2,Diogo Jota,F,6.8
8692265,Newcastle United,Tottenham,1,3,Martin Dúbravka,G,6.1,DeAndre Yedlin,D,6.7,Emil Krafth,D,6.2,Fabian Schär,D,6.1,Federico Fernández,D,6.5,Matt Ritchie,D,7.2,Jonjo Shelvey,M,7.1,Nabil Bentaleb,M,6.7,Miguel Almirón,M,6.9,Allan Saint-Maximin,F,8.4,Dwight Gayle,F,6.8,Hugo Lloris,G,7.3,Serge Aurier,D,6.1,Davinson Sánchez,D,7.1,Toby Alderweireld,D,6.4,Ben Davies,D,6.2,Moussa Sissoko,M,6.5,Harry Winks,M,6.8,Giovani Lo Celso,M,7.0,Lucas Moura,F,7.4,Harry Kane,F,8.5,Heung-Min Son,F,7.1
8692263,Manchester City,Bournemouth,2,1,Ederson,G,6.5,Kyle Walker,D,7.0,John Stones,D,7.4,Nicolás Otamendi,D,6.5,Benjamin Mendy,D,6.8,Fernandinho,M,7.0,İlkay Gündoğan,M,7.1,Bernardo Silva,M,6.8,David Silva,M,8.8,Phil Foden,M,7.0,Gabriel Jesus,F,7.4,Aaron Ramsdale,G,6.2,Jack Stacey,D,6.1,Steve Cook,D,6.4,Lloyd Kelly,D,6.2,Diego Rico,D,7.0,Jefferson Lerma,M,6.3,Junior Stanislas,M,6.7,Philip Billing,M,6.9,Dan Gosling,M,6.7,Joshua King,M,6.8,Dominic Solanke,F,6.5
8692267,Arsenal,Liverpool,2,1,Emiliano Martínez,G,8.0,Rob Holding,D,7.0,David Luiz,D,6.7,Kieran Tierney,D,6.9,Cédric Soares,M,6.5,Lucas Torreira,M,6.5,Granit Xhaka,M,7.4,Bukayo Saka,M,6.6,Reiss Nelson,F,7.1,Alexandre Lacazette,F,8.4,Nicolas Pépé,F,6.2,Alisson,G,5.3,Trent Alexander-Arnold,D,7.3,Joe Gomez,D,6.5,Virgil van Dijk,D,6.5,Andrew Robertson,D,8.0,Alex Oxlade-Chamberlain,M,6.5,Fabinho,M,6.8,Georginio Wijnaldum,M,7.0,Mohamed Salah,F,6.3,Roberto Firmino,F,7.0,Sadio Mané,F,7.7
8692268,Leicester City,Sheffield United,2,0,Kasper Schmeichel,G,7.3,Ryan Bennett,D,6.8,Wes Morgan,D,7.5,Jonny Evans,D,6.9,James Justin,M,6.8,Wilfred Ndidi,M,8.3,Youri Tielemans,M,7.8,Luke Thomas,M,7.2,Ayoze Pérez,F,7.3,Jamie Vardy,F,7.3,Harvey Barnes,F,6.2,Dean Henderson,G,7.1,Chris Basham,D,6.6,John Egan,D,7.4,Jack OConnell,D,6.2,George Baldock,M,6.5,Sander Berge,M,6.5,Oliver Norwood,M,7.6,Ben Osborn,M,6.5,Enda Stevens,M,6.6,Oliver McBurnie,F,6.7,David McGoldrick,F,6.3
8692266,Everton,Aston Villa,1,1,Jordan Pickford,G,6.4,Séamus Coleman,D,7.3,Michael Keane,D,7.4,Mason Holgate,D,6.7,Lucas Digne,D,6.9,Alex Iwobi,M,6.9,Tom Davies,M,6.6,André Gomes,M,7.3,Bernard,M,6.5,Dominic Calvert-Lewin,F,6.6,Richarlison,F,6.8,Pepe Reina,G,6.3,Ahmed El-Mohamady,D,6.9,Ezri Konsa,D,7.3,Tyrone Mings,D,6.7,Matt Targett,D,6.9,John McGinn,M,7.0,Douglas Luiz,M,7.5,Conor Hourihane,M,7.3,Trezeguet,F,6.2,Mbwana Samatta,F,6.4,Jack Grealish,F,7.4
8692264,Crystal Palace,Manchester United,0,2,Vicente Guaita,G,6.5,Joel Ward,D,6.8,Scott Dann,D,6.7,Mamadou Sakho,D,6.9,Patrick van Aanholt,D,6.6,Andros Townsend,M,6.8,James McCarthy,M,7.1,Luka Milivojević,M,7.2,James McArthur,M,7.0,Jordan Ayew,F,6.8,Wilfried Zaha,F,7.1,David De Gea,G,8.3,Aaron Wan-Bissaka,D,7.5,Victor Lindelöf,D,7.4,Harry Maguire,D,7.9,Timothy Fosu-Mensah,D,6.7,Scott McTominay,M,6.7,Paul Pogba,M,6.7,Mason Greenwood,M,7.0,Bruno Fernandes,M,7.8,Marcus Rashford,M,8.5,Anthony Martial,F,7.1
8692262,Southampton,Brighton & Hove Albion,1,1,Alex McCarthy,G,6.5,Pierre-Emile Højbjerg,D,7.2,Jan Bednarek,D,7.2,Jannik Vestergaard,D,6.8,Jake Vokins,D,6.7,Will Smallbone,M,6.8,James Ward-Prowse,M,7.7,Oriol Romeu,M,6.6,Nathan Redmond,M,7.7,Danny Ings,F,7.2,Michael Obafemi,F,6.5,Mathew Ryan,G,7.0,Adam Webster,D,7.2,Lewis Dunk,D,7.9,Dan Burn,D,7.1,Tariq Lamptey,M,6.8,Dale Stephens,M,6.9,Davy Pröpper,M,6.4,Solly March,M,6.9,Leandro Trossard,F,6.8,Glenn Murray,F,6.9,Neal Maupay,F,7.4
8692271,West Ham United,Watford,3,1,Łukasz Fabiański,G,6.6,Ben Johnson,D,6.9,Issa Diop,D,6.3,Angelo Ogbonna,D,7.5,Aaron Cresswell,D,7.1,Declan Rice,M,7.8,Tomáš Souček,M,7.6,Jarrod Bowen,M,7.1,Mark Noble,M,6.2,Pablo Fornals,M,6.9,Michail Antonio,F,7.7,Ben Foster,G,5.9,Kiko Femenia,D,6.7,Christian Kabasele,D,6.4,Craig Dawson,D,7.2,Adam Masina,D,6.1,Will Hughes,M,7.0,Abdoulaye Doucouré,M,7.1,Ismaila Sarr,M,6.3,Tom Cleverley,M,6.4,Danny Welbeck,M,5.7,Troy Deeney,F,7.4
8692272,Norwich City,Burnley,0,2,Tim Krul,G,7.8,Max Aarons,D,6.5,Ben Godfrey,D,6.7,Timm Klose,D,6.4,Jamal Lewis,D,6.3,Alexander Tettey,M,6.8,Kenny McLean,M,6.9,Emiliano Buendía,M,5.5,Todd Cantwell,M,6.4,Onel Hernández,M,6.5,Josip Drmić,F,5.5,Nick Pope,G,7.4,Phil Bardsley,D,7.3,Kevin Long,D,7.2,James Tarkowski,D,7.5,Erik Pieters,D,7.8,Jóhann Guðmundsson,M,6.9,Ashley Westwood,M,8.1,Josh Brownhill,M,6.8,Dwight McNeil,M,7.6,Chris Wood,F,7.1,Jay Rodriguez,F,7.3
8692275,Bournemouth,Southampton,0,2,Aaron Ramsdale,G,8.0,Jack Stacey,D,6.3,Steve Cook,D,6.7,Lloyd Kelly,D,6.5,Diego Rico,D,7.2,David Brooks,M,6.7,Jefferson Lerma,M,7.0,Philip Billing,M,6.9,Junior Stanislas,M,6.5,Callum Wilson,F,6.7,Joshua King,F,6.3,Alex McCarthy,G,7.8,Kyle Walker-Peters,D,7.5,Jack Stephens,D,7.5,Jannik Vestergaard,D,7.7,Ryan Bertrand,D,7.8,Stuart Armstrong,M,6.5,James Ward-Prowse,M,7.5,Oriol Romeu,M,7.6,Nathan Redmond,M,6.4,Shane Long,F,6.9,Danny Ings,F,6.7
8692273,Tottenham,Leicester City,3,0,Hugo Lloris,G,8.5,Serge Aurier,D,7.0,Davinson Sánchez,D,7.6,Toby Alderweireld,D,7.0,Ben Davies,D,7.6,Moussa Sissoko,M,6.5,Harry Winks,M,7.0,Lucas Moura,M,8.1,Giovani Lo Celso,M,7.1,Heung-Min Son,M,6.8,Harry Kane,F,8.8,Kasper Schmeichel,G,6.0,Ryan Bennett,D,6.3,Wes Morgan,D,6.5,Jonny Evans,D,7.1,James Justin,M,7.2,Wilfred Ndidi,M,6.4,Youri Tielemans,M,6.9,Luke Thomas,M,6.9,Ayoze Pérez,F,6.6,Jamie Vardy,F,7.0,Harvey Barnes,F,6.8
8692280,Sheffield United,Everton,0,1,Dean Henderson,G,6.5,Chris Basham,D,7.4,John Egan,D,6.8,Jack OConnell,D,6.9,George Baldock,M,7.4,Sander Berge,M,6.9,Oliver Norwood,M,6.8,Ben Osborn,M,6.3,Enda Stevens,M,7.2,Oliver McBurnie,F,6.8,David McGoldrick,F,6.6,Jordan Pickford,G,7.1,Djibril Sidibé,D,7.3,Michael Keane,D,7.8,Jarrad Branthwaite,D,7.2,Lucas Digne,D,6.9,Tom Davies,M,6.5,André Gomes,M,6.6,Theo Walcott,M,6.8,Gylfi Sigurðsson,M,6.8,Richarlison,M,6.7,Dominic Calvert-Lewin,F,6.4
8692276,Brighton & Hove Albion,Newcastle United,0,0,Mathew Ryan,G,7.3,Tariq Lamptey,D,6.5,Adam Webster,D,7.6,Lewis Dunk,D,7.4,Dan Burn,D,7.8,Yves Bissouma,M,7.3,Dale Stephens,M,6.9,Pascal Groß,M,6.7,Leandro Trossard,M,6.6,Aaron Mooy,M,6.5,Neal Maupay,F,6.8,Martin Dúbravka,G,7.6,Emil Krafth,D,7.6,Federico Fernández,D,7.2,Danny Rose,D,7.4,Javier Manquillo,M,6.7,Jonjo Shelvey,M,6.8,Nabil Bentaleb,M,7.1,Miguel Almirón,M,7.3,Matt Ritchie,M,7.2,Allan Saint-Maximin,F,7.0,Dwight Gayle,F,6.5
8692278,Wolverhampton,Crystal Palace,2,0,Rui Patrício,G,7.3,Leander Dendoncker,D,7.3,Conor Coady,D,7.0,Willy Boly,D,7.1,Matt Doherty,M,7.8,Rúben Neves,M,7.2,João Moutinho,M,7.7,Jonny Otto,M,6.7,Adama Traoré,F,7.5,Raúl Jiménez,F,7.1,Daniel Podence,F,7.8,Vicente Guaita,G,6.4,Joel Ward,D,6.6,Scott Dann,D,6.8,Mamadou Sakho,D,6.7,Tyrick Mitchell,D,6.1,Andros Townsend,M,6.3,James McCarthy,M,5.7,James McArthur,M,6.4,Jeffrey Schlupp,M,6.0,Jordan Ayew,F,7.0,Wilfried Zaha,F,6.6
8692277,Watford,Manchester City,0,4,Ben Foster,G,7.4,Adrian Mariappa,D,6.0,Christian Kabasele,D,6.4,Craig Dawson,D,6.1,Kiko Femenia,D,6.7,Ismaila Sarr,M,5.8,Abdoulaye Doucouré,M,5.7,Tom Cleverley,M,6.4,Will Hughes,M,6.2,Roberto Pereyra,M,6.3,Troy Deeney,F,6.7,Ederson,G,7.0,Kyle Walker,D,7.0,Eric García,D,6.8,Aymeric Laporte,D,7.5,João Cancelo,D,8.5,Kevin De Bruyne,M,8.9,Rodri,M,7.9,Bernardo Silva,M,7.3,Phil Foden,F,7.6,Gabriel Jesus,F,5.9,Raheem Sterling,F,7.9
8692281,Aston Villa,Arsenal,1,0,Pepe Reina,G,6.9,Ahmed El-Mohamady,D,6.8,Ezri Konsa,D,7.5,Tyrone Mings,D,7.5,Matt Targett,D,7.1,John McGinn,M,7.1,Douglas Luiz,M,6.9,Conor Hourihane,M,6.9,Trezeguet,F,7.6,Mbwana Samatta,F,6.7,Jack Grealish,F,7.8,Emiliano Martínez,G,6.6,Rob Holding,D,7.0,David Luiz,D,6.5,Sead Kolašinac,D,6.8,Cédric Soares,M,6.5,Dani Ceballos,M,6.7,Lucas Torreira,M,6.5,Bukayo Saka,M,6.4,Edward Nketiah,F,6.1,Alexandre Lacazette,F,6.5,Pierre-Emerick Aubameyang,F,6.4
8692279,Manchester United,West Ham United,1,1,David De Gea,G,6.6,Timothy Fosu-Mensah,D,6.4,Victor Lindelöf,D,6.6,Harry Maguire,D,7.0,Brandon Williams,D,6.6,Paul Pogba,M,6.3,Nemanja Matić,M,6.9,Mason Greenwood,M,6.8,Bruno Fernandes,M,6.7,Marcus Rashford,M,6.5,Anthony Martial,F,7.1,Łukasz Fabiański,G,6.9,Ben Johnson,D,6.9,Issa Diop,D,6.9,Angelo Ogbonna,D,7.2,Aaron Cresswell,D,6.5,Declan Rice,M,7.5,Tomáš Souček,M,7.0,Jarrod Bowen,M,6.9,Mark Noble,M,7.4,Pablo Fornals,M,6.8,Michail Antonio,F,7.2
8692274,Liverpool,Chelsea,5,3,Alisson,G,6.1,Trent Alexander-Arnold,D,8.2,Joe Gomez,D,6.4,Virgil van Dijk,D,6.0,Andrew Robertson,D,7.6,Naby Keïta,M,7.4,Fabinho,M,6.6,Georginio Wijnaldum,M,7.2,Mohamed Salah,F,6.9,Roberto Firmino,F,7.5,Sadio Mané,F,7.1,Kepa Arrizabalaga,G,5.5,César Azpilicueta,D,6.2,Kurt Zouma,D,6.7,Antonio Rüdiger,D,6.1,Reece James,M,6.7,Jorginho,M,6.4,Mateo Kovačić,M,6.3,Marcos Alonso,M,6.5,Willian,F,6.4,Mason Mount,F,5.6,Olivier Giroud,F,7.2
8692291,Southampton,Sheffield United,3,1,Alex McCarthy,G,6.6,Kyle Walker-Peters,D,6.8,Jack Stephens,D,6.6,Jannik Vestergaard,D,7.5,Ryan Bertrand,D,6.1,Stuart Armstrong,M,6.3,James Ward-Prowse,M,7.0,Oriol Romeu,M,7.2,Nathan Redmond,M,7.3,Che Adams,F,8.2,Danny Ings,F,7.2,Dean Henderson,G,5.9,Chris Basham,D,7.0,John Egan,D,6.1,Jack Robinson,D,6.6,George Baldock,M,6.7,John Lundstram,M,7.0,Sander Berge,M,6.8,John Fleck,M,6.9,Enda Stevens,M,5.8,Oliver McBurnie,F,6.2,Billy Sharp,F,7.0
8692290,Chelsea,Wolverhampton,2,0,Willy Caballero,G,7.1,César Azpilicueta,D,7.5,Kurt Zouma,D,7.5,Antonio Rüdiger,D,7.3,Reece James,M,7.2,Jorginho,M,6.7,Mateo Kovačić,M,7.7,Marcos Alonso,M,7.2,Mason Mount,F,8.4,Olivier Giroud,F,7.6,Christian Pulišić,F,6.5,Rui Patrício,G,5.8,Willy Boly,D,7.2,Conor Coady,D,6.5,Romain Saïss,D,6.5,Matt Doherty,M,6.8,Leander Dendoncker,M,6.9,Rúben Neves,M,6.6,Jonny Otto,M,5.9,Pedro Neto,F,6.0,Raúl Jiménez,F,6.2,Diogo Jota,F,6.5
8692289,West Ham United,Aston Villa,1,1,Łukasz Fabiański,G,6.3,Ryan Fredericks,D,6.8,Issa Diop,D,6.6,Angelo Ogbonna,D,7.0,Ben Johnson,D,6.8,Tomáš Souček,M,7.1,Declan Rice,M,7.2,Jarrod Bowen,M,6.5,Mark Noble,M,7.3,Pablo Fornals,M,6.8,Michail Antonio,F,6.2,Pepe Reina,G,6.2,Frédéric Guilbert,D,6.6,Ezri Konsa,D,6.6,Tyrone Mings,D,6.7,Matt Targett,D,6.9,Douglas Luiz,M,6.8,Trezeguet,M,6.9,John McGinn,M,6.3,Conor Hourihane,M,6.9,Jack Grealish,M,7.1,Mbwana Samatta,F,7.2
8692288,Leicester City,Manchester United,0,2,Kasper Schmeichel,G,5.6,James Justin,D,7.3,Wes Morgan,D,6.4,Jonny Evans,D,6.0,Marc Albrighton,M,6.6,Hamza Choudhury,M,6.4,Wilfred Ndidi,M,7.2,Youri Tielemans,M,7.2,Luke Thomas,M,7.2,Kelechi Iheanacho,F,6.7,Jamie Vardy,F,7.0,David De Gea,G,7.4,Aaron Wan-Bissaka,D,7.4,Victor Lindelöf,D,7.1,Harry Maguire,D,7.1,Brandon Williams,D,7.4,Paul Pogba,M,6.8,Nemanja Matić,M,6.7,Mason Greenwood,M,6.4,Bruno Fernandes,M,7.3,Marcus Rashford,M,6.8,Anthony Martial,F,6.6
8692287,Arsenal,Watford,3,2,Emiliano Martínez,G,7.1,Ainsley Maitland-Niles,D,6.8,Rob Holding,D,6.8,David Luiz,D,6.2,Kieran Tierney,D,8.0,Dani Ceballos,M,7.3,Granit Xhaka,M,6.7,Nicolas Pépé,M,7.1,Joseph Willock,M,6.6,Pierre-Emerick Aubameyang,M,8.4,Alexandre Lacazette,F,6.7,Ben Foster,G,6.3,Kiko Femenia,D,6.3,Christian Kabasele,D,6.5,Craig Dawson,D,6.0,Adam Masina,D,5.8,Will Hughes,M,6.5,Abdoulaye Doucouré,M,6.9,Ismaila Sarr,M,7.5,Roberto Pereyra,M,6.2,Danny Welbeck,F,7.2,Troy Deeney,F,7.3
8692286,Newcastle United,Liverpool,1,3,Martin Dúbravka,G,6.1,Javier Manquillo,D,6.7,Federico Fernández,D,6.6,Danny Rose,D,6.2,Valentino Lazaro,M,6.6,Jonjo Shelvey,M,6.9,Nabil Bentaleb,M,6.6,Miguel Almirón,M,6.8,Matt Ritchie,M,6.2,Allan Saint-Maximin,F,6.5,Dwight Gayle,F,7.3,Alisson,G,6.5,Neco Williams,D,6.6,Joe Gomez,D,7.0,Virgil van Dijk,D,7.8,Andrew Robertson,D,7.0,Naby Keïta,M,7.0,Georginio Wijnaldum,M,7.1,James Milner,M,8.0,Alex Oxlade-Chamberlain,F,6.8,Divock Origi,F,7.0,Takumi Minamino,F,6.7
8692285,Everton,Bournemouth,1,3,Jordan Pickford,G,6.0,Séamus Coleman,D,6.9,Michael Keane,D,7.1,Jarrad Branthwaite,D,6.9,Lucas Digne,D,7.1,André Gomes,M,7.0,Tom Davies,M,7.2,Theo Walcott,M,7.1,Gylfi Sigurðsson,M,7.0,Richarlison,M,6.0,Moise Kean,F,7.8,Aaron Ramsdale,G,7.0,Adam Smith,D,6.5,Steve Cook,D,6.9,Lloyd Kelly,D,7.2,Diego Rico,D,7.7,David Brooks,M,6.2,Dan Gosling,M,6.4,Jefferson Lerma,M,7.1,Joshua King,M,7.6,Callum Wilson,F,6.4,Dominic Solanke,F,6.9
8692284,Manchester City,Norwich City,5,0,Ederson,G,7.6,Kyle Walker,D,7.7,Eric García,D,6.9,Aymeric Laporte,D,7.1,João Cancelo,D,7.4,Kevin De Bruyne,M,10.0,Rodri,M,6.4,David Silva,M,7.6,Raheem Sterling,F,7.7,Gabriel Jesus,F,8.4,Phil Foden,F,7.6,Tim Krul,G,6.1,Max Aarons,D,6.9,Christoph Zimmermann,D,5.7,Ben Godfrey,D,6.4,Jamal Lewis,D,6.2,Lukas Rupp,M,7.0,Kenny McLean,M,5.3,Todd Cantwell,M,5.8,Marco Stiepermann,M,6.6,Onel Hernández,M,5.9,Teemu Pukki,F,6.2
8692283,Burnley,Brighton & Hove Albion,1,2,Nick Pope,G,6.3,Phil Bardsley,D,6.5,Kevin Long,D,6.4,James Tarkowski,D,7.3,Erik Pieters,D,7.2,Jóhann Guðmundsson,M,6.7,Ashley Westwood,M,7.4,Josh Brownhill,M,7.0,Dwight McNeil,M,7.6,Chris Wood,F,7.7,Jay Rodriguez,F,6.3,Mathew Ryan,G,6.7,Adam Webster,D,6.9,Lewis Dunk,D,7.1,Dan Burn,D,6.8,Tariq Lamptey,M,7.5,Yves Bissouma,M,7.0,Dale Stephens,M,7.5,Solly March,M,6.3,Alexis Mac Allister,F,6.5,Aaron Connolly,F,7.0,Neal Maupay,F,6.8
8692282,Crystal Palace,Tottenham,1,1,Vicente Guaita,G,6.3,Joel Ward,D,7.1,Cheikhou Kouyaté,D,7.0,Scott Dann,D,7.0,Tyrick Mitchell,D,6.3,Andros Townsend,M,7.5,James McCarthy,M,7.4,James McArthur,M,7.0,Jeffrey Schlupp,M,7.2,Jordan Ayew,F,7.4,Wilfried Zaha,F,6.1,Hugo Lloris,G,6.4,Serge Aurier,D,6.5,Toby Alderweireld,D,7.2,Eric Dier,D,6.8,Ben Davies,D,6.1,Moussa Sissoko,M,7.0,Harry Winks,M,6.8,Lucas Moura,M,7.3,Giovani Lo Celso,M,7.6,Heung-Min Son,M,6.1,Harry Kane,F,7.2
8896967,Fulham,Arsenal,0,3,Marek Rodák,G,6.0,Denis Odoi,D,6.5,Michael Hector,D,6.8,Tim Ream,D,6.4,Joe Bryan,D,6.6,Harrison Reed,M,6.8,Tom Cairney,M,6.7,Neeskens Kebano,M,6.4,Joshua Onomah,M,6.3,Ivan Cavaleiro,M,6.5,Aboubakar Kamara,F,6.0,Bernd Leno,G,7.4,Rob Holding,D,7.5,Gabriel,D,8.1,Kieran Tierney,D,7.1,Héctor Bellerín,M,6.9,Mohamed Elneny,M,7.0,Granit Xhaka,M,7.3,Ainsley Maitland-Niles,M,6.9,Willian,F,8.1,Alexandre Lacazette,F,7.4,Pierre-Emerick Aubameyang,F,7.5
8896988,Crystal Palace,Southampton,1,0,Vicente Guaita,G,8.1,Joel Ward,D,6.8,Cheikhou Kouyaté,D,6.8,Scott Dann,D,7.3,Tyrick Mitchell,D,7.2,Andros Townsend,M,7.2,James McArthur,M,7.3,James McCarthy,M,6.8,Jeffrey Schlupp,M,6.4,Wilfried Zaha,F,6.7,Jordan Ayew,F,6.2,Alex McCarthy,G,6.7,Kyle Walker-Peters,D,6.8,Jack Stephens,D,6.9,Jan Bednarek,D,6.7,Ryan Bertrand,D,7.2,Will Smallbone,M,6.4,James Ward-Prowse,M,7.1,Oriol Romeu,M,7.2,Nathan Redmond,M,6.5,Che Adams,F,6.5,Danny Ings,F,6.5
8896944,Liverpool,Leeds United,4,3,Alisson,G,5.8,Trent Alexander-Arnold,D,6.1,Joe Gomez,D,6.3,Virgil van Dijk,D,6.5,Andrew Robertson,D,6.7,Naby Keïta,M,6.4,Jordan Henderson,M,7.0,Georginio Wijnaldum,M,6.5,Mohamed Salah,F,9.1,Roberto Firmino,F,6.6,Sadio Mané,F,7.3,Illan Meslier,G,6.2,Luke Ayling,D,6.9,Robin Koch,D,6.4,Pascal Struijk,D,7.4,Stuart Dallas,D,6.8,Kalvin Phillips,M,7.0,Hélder Costa,M,6.5,Pablo Hernández,M,6.2,Mateusz Klich,M,7.0,Jack Harrison,M,7.0,Patrick Bamford,F,7.0
8896949,West Ham United,Newcastle United,0,2,Łukasz Fabiański,G,6.0,Ryan Fredericks,D,7.0,Issa Diop,D,6.8,Angelo Ogbonna,D,7.1,Aaron Cresswell,D,6.4,Tomáš Souček,M,7.0,Declan Rice,M,6.7,Jarrod Bowen,M,6.2,Mark Noble,M,6.6,Pablo Fornals,M,6.6,Michail Antonio,F,6.6,Karl Darlow,G,7.4,Javier Manquillo,D,7.2,Jamaal Lascelles,D,7.3,Federico Fernández,D,7.4,Jamal Lewis,D,7.3,Jeff Hendrick,M,8.4,Jonjo Shelvey,M,7.3,Isaac Hayden,M,7.1,Allan Saint-Maximin,M,6.8,Callum Wilson,F,7.6,Andy Carroll,F,7.0
