"","domacini","gosti","isHome","players","positions","scores"
"a_player_19266","Wolverhampton","Norwich City","no","Ondrej Duda","M",6.6
"a_player_19267","Arsenal","Everton","no","Gylfi Sigurðsson","M",6.9
"a_player_19268","Liverpool","West Ham United","no","Mark Noble","M",6.4
"a_player_19269","Norwich City","Leicester City","no","James Maddison","M",7.1
"a_player_19270","Brighton & Hove Albion","Crystal Palace","no","James McArthur","M",7
"a_player_19271","Newcastle United","Burnley","no","Dwight McNeil","M",6.1
"a_player_19272","Bournemouth","Chelsea","no","Mason Mount","F",7.4
"a_player_19273","West Ham United","Southampton","no","Sofiane Boufal","M",6.5
"a_player_19274","Watford","Liverpool","no","Mohamed Salah","F",6.4
"a_player_19275","Tottenham","Wolverhampton","no","Adama Traoré","F",7.1
"a_player_19276","Everton","Manchester United","no","Bruno Fernandes","M",7.8
"a_player_19277","Aston Villa","Sheffield United","no","Enda Stevens","M",6.7
"a_player_19278","Manchester City","Arsenal","no","Bukayo Saka","M",6.1
"a_player_19279","Liverpool","Bournemouth","no","Lewis Cook","M",6.3
"a_player_19280","Arsenal","West Ham United","no","Pablo Fornals","M",6.8
"a_player_19281","Crystal Palace","Watford","no","Abdoulaye Doucouré","M",7.2
"a_player_19282","Sheffield United","Norwich City","no","Ondrej Duda","M",7
"a_player_19283","Southampton","Newcastle United","no","Allan Saint-Maximin","M",7.8
"a_player_19284","Wolverhampton","Brighton & Hove Albion","no","Solly March","F",6.6
"a_player_19285","Burnley","Tottenham","no","Érik Lamela","F",6.8
"a_player_19286","Chelsea","Everton","no","Gylfi Sigurðsson","M",5.9
"a_player_19287","Manchester United","Manchester City","no","Phil Foden","F",7.2
"a_player_19288","Leicester City","Aston Villa","no","Conor Hourihane","M",7.2
"a_player_19289","Norwich City","Southampton","no","Nathan Redmond","M",7.8
"a_player_19290","Tottenham","Manchester United","no","Bruno Fernandes","M",8.2
"a_player_19291","Watford","Leicester City","no","James Maddison","M",7.7
"a_player_19292","Brighton & Hove Albion","Arsenal","no","Nicolas Pépé","F",7
"a_player_19293","West Ham United","Wolverhampton","no","Jonny Otto","M",7.1
"a_player_19294","Bournemouth","Crystal Palace","no","Jordan Ayew","F",7.4
"a_player_19295","Newcastle United","Sheffield United","no","Enda Stevens","M",5.8
"a_player_19296","Aston Villa","Chelsea","no","Willian","F",8
"a_player_19297","Everton","Liverpool","no","Takumi Minamino","F",6.5
"a_player_19298","Manchester City","Burnley","no","Dwight McNeil","M",5.6
"a_player_19299","Leicester City","Brighton & Hove Albion","no","Alexis Mac Allister","M",6.8
"a_player_19300","Tottenham","West Ham United","no","Mark Noble","M",6.7
"a_player_19301","Wolverhampton","Bournemouth","no","Philip Billing","M",6.6
"a_player_19302","Norwich City","Everton","no","Bernard","M",7.1
"a_player_19303","Manchester United","Sheffield United","no","Enda Stevens","M",6.3
"a_player_19304","Newcastle United","Aston Villa","no","Anwar El Ghazi","F",7.1
"a_player_19305","Liverpool","Crystal Palace","no","James McArthur","M",6.4
"a_player_19306","Southampton","Arsenal","no","Nicolas Pépé","F",6.7
"a_player_19307","Burnley","Watford","no","Tom Cleverley","M",6.5
"a_player_19308","Chelsea","Manchester City","no","Riyad Mahrez","F",7.6
"a_player_19309","Aston Villa","Wolverhampton","no","Jonny Otto","M",7.2
"a_player_19310","Watford","Southampton","no","Nathan Redmond","M",7.2
"a_player_19311","Crystal Palace","Burnley","no","Erik Pieters","M",7.1
"a_player_19312","Brighton & Hove Albion","Manchester United","no","Bruno Fernandes","M",8.8
"a_player_19313","Bournemouth","Newcastle United","no","Sean Longstaff","M",7.3
"a_player_19314","Arsenal","Norwich City","no","Kenny McLean","M",6.1
"a_player_19315","Everton","Leicester City","no","Youri Tielemans","M",7
"a_player_19316","West Ham United","Chelsea","no","Willian","F",8.5
"a_player_19317","Sheffield United","Tottenham","no","Steven Bergwijn","M",6.8
"a_player_19318","Manchester City","Liverpool","no","Mohamed Salah","F",7
"a_player_19319","Norwich City","Brighton & Hove Albion","no","Leandro Trossard","M",7.1
"a_player_19320","Manchester United","Bournemouth","no","Junior Stanislas","M",7
"a_player_19321","Leicester City","Crystal Palace","no","Jaïro Riedewald","M",6.7
"a_player_19322","Wolverhampton","Arsenal","no","Bukayo Saka","F",7.3
"a_player_19323","Chelsea","Watford","no","Abdoulaye Doucouré","M",6.7
"a_player_19324","Burnley","Sheffield United","no","Enda Stevens","M",6.8
"a_player_19325","Newcastle United","West Ham United","no","Pablo Fornals","M",6
"a_player_19326","Liverpool","Aston Villa","no","Trezeguet","M",6.7
"a_player_19327","Southampton","Manchester City","no","Riyad Mahrez","F",6.5
"a_player_19328","Tottenham","Everton","no","Alex Iwobi","M",6.3
"a_player_19329","Watford","Norwich City","no","Marco Stiepermann","M",6.3
"a_player_19330","Crystal Palace","Chelsea","no","Willian","F",8.7
"a_player_19331","Arsenal","Leicester City","no","Kelechi Iheanacho","F",6.7
"a_player_19332","West Ham United","Burnley","no","Dwight McNeil","M",6.7
"a_player_19333","Manchester City","Newcastle United","no","Matt Ritchie","M",6.7
"a_player_19334","Sheffield United","Wolverhampton","no","Adama Traoré","F",6.8
"a_player_19335","Brighton & Hove Albion","Liverpool","no","Mohamed Salah","F",8
"a_player_19336","Everton","Southampton","no","Nathan Redmond","M",6.9
"a_player_19337","Bournemouth","Tottenham","no","Érik Lamela","F",7.4
"a_player_19338","Aston Villa","Manchester United","no","Bruno Fernandes","M",7.9
"a_player_19339","Norwich City","West Ham United","no","Mark Noble","M",8.6
"a_player_19340","Watford","Newcastle United","no","Matt Ritchie","M",6.7
"a_player_19341","Liverpool","Burnley","no","Dwight McNeil","M",6.4
"a_player_19342","Sheffield United","Chelsea","no","Willian","F",7.1
"a_player_19343","Brighton & Hove Albion","Manchester City","no","Riyad Mahrez","F",7.9
"a_player_19344","Wolverhampton","Everton","no","Leighton Baines","M",6.7
"a_player_19345","Aston Villa","Crystal Palace","no","Cheikhou Kouyaté","M",6.3
"a_player_19346","Tottenham","Arsenal","no","Nicolas Pépé","F",6.7
"a_player_19347","Bournemouth","Leicester City","no","Ayoze Pérez","F",7.2
"a_player_19348","Manchester United","Southampton","no","Nathan Redmond","M",7.8
"a_player_19349","Chelsea","Norwich City","no","Kenny McLean","M",6.5
"a_player_19350","Burnley","Wolverhampton","no","Daniel Podence","F",6.7
"a_player_19351","Newcastle United","Tottenham","no","Lucas Moura","F",7.4
"a_player_19352","Manchester City","Bournemouth","no","Dan Gosling","M",6.7
"a_player_19353","Arsenal","Liverpool","no","Mohamed Salah","F",6.3
"a_player_19354","Leicester City","Sheffield United","no","Enda Stevens","M",6.6
"a_player_19355","Everton","Aston Villa","no","Trezeguet","F",6.2
"a_player_19356","Crystal Palace","Manchester United","no","Bruno Fernandes","M",7.8
"a_player_19357","Southampton","Brighton & Hove Albion","no","Leandro Trossard","F",6.8
"a_player_19358","West Ham United","Watford","no","Tom Cleverley","M",6.4
"a_player_19359","Norwich City","Burnley","no","Dwight McNeil","M",7.6
"a_player_19360","Bournemouth","Southampton","no","Nathan Redmond","M",6.4
"a_player_19361","Tottenham","Leicester City","no","Ayoze Pérez","F",6.6
"a_player_19362","Sheffield United","Everton","no","Gylfi Sigurðsson","M",6.8
"a_player_19363","Brighton & Hove Albion","Newcastle United","no","Matt Ritchie","M",7.2
"a_player_19364","Wolverhampton","Crystal Palace","no","Jeffrey Schlupp","M",6
"a_player_19365","Watford","Manchester City","no","Phil Foden","F",7.6
"a_player_19366","Aston Villa","Arsenal","no","Edward Nketiah","F",6.1
"a_player_19367","Manchester United","West Ham United","no","Mark Noble","M",7.4
"a_player_19368","Liverpool","Chelsea","no","Willian","F",6.4
"a_player_19369","Southampton","Sheffield United","no","Enda Stevens","M",5.8
"a_player_19370","Chelsea","Wolverhampton","no","Pedro Neto","F",6
"a_player_19371","West Ham United","Aston Villa","no","Conor Hourihane","M",6.9
"a_player_19372","Leicester City","Manchester United","no","Bruno Fernandes","M",7.3
"a_player_19373","Arsenal","Watford","no","Roberto Pereyra","M",6.2
"a_player_19374","Newcastle United","Liverpool","no","Alex Oxlade-Chamberlain","F",6.8
"a_player_19375","Everton","Bournemouth","no","Joshua King","M",7.6
"a_player_19376","Manchester City","Norwich City","no","Marco Stiepermann","M",6.6
"a_player_19377","Burnley","Brighton & Hove Albion","no","Alexis Mac Allister","F",6.5
"a_player_19378","Crystal Palace","Tottenham","no","Giovani Lo Celso","M",7.6
"a_player_19379","Fulham","Arsenal","no","Willian","F",8.1
"a_player_19380","Crystal Palace","Southampton","no","Nathan Redmond","M",6.5
"a_player_19381","Liverpool","Leeds United","no","Mateusz Klich","M",7
"a_player_19382","West Ham United","Newcastle United","no","Allan Saint-Maximin","M",6.8
"a_player_19383","West Bromwich Albion","Leicester City","no","Dennis Praet","M",7.5
"a_player_19384","Tottenham","Everton","no","James Rodríguez","F",8.1
"a_player_19385","Sheffield United","Wolverhampton","no","Raúl Jiménez","F",7.4
"a_player_19386","Brighton & Hove Albion","Chelsea","no","Mason Mount","M",6.9
"a_player_19387","Everton","West Bromwich Albion","no","Romaine Sawyers","M",6.2
"a_player_19388","Leeds United","Fulham","no","Joshua Onomah","M",6.1
"a_player_19389","Manchester United","Crystal Palace","no","Jeffrey Schlupp","M",7.5
"a_player_19390","Arsenal","West Ham United","no","Declan Rice","M",7.1
"a_player_19391","Southampton","Tottenham","no","Lucas Moura","F",6.3
"a_player_19392","Newcastle United","Brighton & Hove Albion","no","Leandro Trossard","F",7.8
"a_player_19393","Chelsea","Liverpool","no","Mohamed Salah","F",7.4
"a_player_19394","Leicester City","Burnley","no","Dwight McNeil","M",6.7
"a_player_19395","Aston Villa","Sheffield United","no","Enda Stevens","M",6.7
"a_player_19396","Wolverhampton","Manchester City","no","Kevin De Bruyne","M",9.6
"a_player_19397","Brighton & Hove Albion","Manchester United","no","Bruno Fernandes","M",8.3
"a_player_19398","Crystal Palace","Everton","no","James Rodríguez","F",7.4
"a_player_19399","West Bromwich Albion","Chelsea","no","Kai Havertz","M",7.1
"a_player_19400","Burnley","Southampton","no","Moussa Djenepo","M",6.3
"a_player_19401","Sheffield United","Leeds United","no","Jack Harrison","M",7.2
"a_player_19402","Tottenham","Newcastle United","no","Jeff Hendrick","M",6.9
"a_player_19403","Manchester City","Leicester City","no","Nampalys Mendy","M",7.2
"a_player_19404","West Ham United","Wolverhampton","no","Adama Traoré","F",7.3
"a_player_19405","Fulham","Aston Villa","no","Trezeguet","F",6.8
"a_player_19406","Liverpool","Arsenal","no","Willian","F",6.9
"a_player_19407","Chelsea","Crystal Palace","no","Eberechi Eze","M",6.2
"a_player_19408","Everton","Brighton & Hove Albion","no","Leandro Trossard","F",6.5
"a_player_19409","Leeds United","Manchester City","no","Ferrán Torres","F",6.9
"a_player_19410","Newcastle United","Burnley","no","Dwight McNeil","M",6.8
"a_player_19411","Southampton","West Bromwich Albion","no","Matheus Pereira","M",6.7
"a_player_19412","Leicester City","West Ham United","no","Declan Rice","M",7.1
"a_player_19413","Wolverhampton","Fulham","no","Bobby Reid","M",6.9
"a_player_19414","Arsenal","Sheffield United","no","Enda Stevens","M",7.1
"a_player_19415","Manchester United","Tottenham","no","Érik Lamela","F",7.2
"a_player_19416","Aston Villa","Liverpool","no","Mohamed Salah","F",9
"a_player_19417","Everton","Liverpool","no","Mohamed Salah","F",7.7
"a_player_19418","Chelsea","Southampton","no","Nathan Redmond","M",6.2
"a_player_19419","Manchester City","Arsenal","no","Nicolas Pépé","F",6.8
"a_player_19420","Newcastle United","Manchester United","no","Bruno Fernandes","M",9
"a_player_19421","Sheffield United","Fulham","no","Ruben Loftus-Cheek","F",7.1
"a_player_19422","Crystal Palace","Brighton & Hove Albion","no","Adam Lallana","F",6.7
"a_player_19423","Tottenham","West Ham United","no","Declan Rice","M",6.2
"a_player_19424","Leicester City","Aston Villa","no","Ross Barkley","M",7
"a_player_19425","West Bromwich Albion","Burnley","no","Dwight McNeil","M",7.7
"a_player_19426","Leeds United","Wolverhampton","no","Romain Saïss","M",6.9
"a_player_19427","Aston Villa","Leeds United","no","Jack Harrison","M",7.2
"a_player_19428","West Ham United","Manchester City","no","Riyad Mahrez","F",7.1
"a_player_19429","Fulham","Crystal Palace","no","Jeffrey Schlupp","M",6.5
"a_player_19430","Manchester United","Chelsea","no","Kai Havertz","F",6.6
"a_player_19431","Liverpool","Sheffield United","no","Ben Osborn","M",7
"a_player_19432","Southampton","Everton","no","James Rodríguez","F",7.1
"a_player_19433","Wolverhampton","Newcastle United","no","Miguel Almirón","M",7.3
"a_player_19434","Arsenal","Leicester City","no","Dennis Praet","F",6.6
"a_player_19435","Brighton & Hove Albion","West Bromwich Albion","no","Filip Krovinović","M",7
"a_player_19436","Burnley","Tottenham","no","Tanguy Ndombélé","M",6.8
"a_player_19437","Wolverhampton","Crystal Palace","no","Andros Townsend","F",7.1
"a_player_19438","Sheffield United","Manchester City","no","Riyad Mahrez","F",7.2
"a_player_19439","Burnley","Chelsea","no","Hakim Ziyech","F",8.1
"a_player_19440","Liverpool","West Ham United","no","Declan Rice","M",6.6
"a_player_19441","Aston Villa","Southampton","no","Theo Walcott","M",6.1
"a_player_19442","Newcastle United","Everton","no","Gylfi Sigurðsson","M",7
"a_player_19443","Manchester United","Arsenal","no","Willian","F",7
"a_player_19444","Tottenham","Brighton & Hove Albion","no","Solly March","M",6.9
"a_player_19445","Fulham","West Bromwich Albion","no","Conor Gallagher","M",7.2
"a_player_19446","Leeds United","Leicester City","no","Dennis Praet","F",6.7
"a_player_19447","Brighton & Hove Albion","Burnley","no","Dwight McNeil","M",7.6
"a_player_19448","Southampton","Newcastle United","no","Miguel Almirón","M",5.2
"a_player_19449","Everton","Manchester United","no","Bruno Fernandes","M",8.6
"a_player_19450","Crystal Palace","Leeds United","no","Mateusz Klich","M",7.6
"a_player_19451","Chelsea","Sheffield United","no","Max Lowe","M",6.5
"a_player_19452","West Ham United","Fulham","no","Tom Cairney","M",7.9
"a_player_19453","West Bromwich Albion","Tottenham","no","Tanguy Ndombélé","M",6.6
"a_player_19454","Leicester City","Wolverhampton","no","Pedro Neto","F",7
"a_player_19455","Manchester City","Liverpool","no","Roberto Firmino","M",6.5
"a_player_19456","Arsenal","Aston Villa","no","Ross Barkley","M",7.9
"a_player_201","Liverpool","Norwich City","no","Todd Cantwell","M",6.2
"a_player_202","West Ham United","Manchester City","no","Gabriel Jesus","F",7.4
"a_player_203","Bournemouth","Sheffield United","no","Callum Robinson","F",6.6
"a_player_204","Watford","Brighton & Hove Albion","no","Glenn Murray","F",6.6
"a_player_205","Burnley","Southampton","no","Nathan Redmond","F",6.8
"a_player_206","Crystal Palace","Everton","no","Bernard","M",6.2
"a_player_207","Tottenham","Aston Villa","no","Anwar El Ghazi","M",5.6
"a_player_208","Newcastle United","Arsenal","no","Reiss Nelson","M",6.9
"a_player_209","Leicester City","Wolverhampton","no","Raúl Jiménez","F",6.9
"a_player_2010","Manchester United","Chelsea","no","Ross Barkley","M",6.2
"a_player_2011","Arsenal","Burnley","no","Chris Wood","F",6.5
"a_player_2012","Southampton","Liverpool","no","Roberto Firmino","F",7.1
"a_player_2013","Norwich City","Newcastle United","no","Miguel Almirón","F",6.7
"a_player_2014","Everton","Watford","no","Gerard Deulofeu","F",7.1
"a_player_2015","Aston Villa","Bournemouth","no","Joshua King","F",6.9
"a_player_2016","Brighton & Hove Albion","West Ham United","no","Pablo Fornals","M",6.3
"a_player_2017","Manchester City","Tottenham","no","Christian Eriksen","M",6.1
"a_player_2018","Sheffield United","Crystal Palace","no","Christian Benteke","F",7.1
"a_player_2019","Chelsea","Leicester City","no","James Maddison","M",6.6
"a_player_2020","Wolverhampton","Manchester United","no","Marcus Rashford","M",7.2
"a_player_2021","Aston Villa","Everton","no","Bernard","M",6.2
"a_player_2022","Norwich City","Chelsea","no","Tammy Abraham","F",8.1
"a_player_2023","Sheffield United","Leicester City","no","Jamie Vardy","F",7.1
"a_player_2024","Watford","West Ham United","no","Felipe Anderson","M",8
"a_player_2025","Brighton & Hove Albion","Southampton","no","Che Adams","F",6.3
"a_player_2026","Manchester United","Crystal Palace","no","Jeffrey Schlupp","M",6.9
"a_player_2027","Liverpool","Arsenal","no","Nicolas Pépé","F",6.9
"a_player_2028","Bournemouth","Manchester City","no","Sergio Agüero","F",8.5
"a_player_2029","Wolverhampton","Burnley","no","Chris Wood","F",6.7
"a_player_2030","Tottenham","Newcastle United","no","Allan Saint-Maximin","M",6.5
