"","domacini","gosti","isHome","players","positions","scores"
"h_player_2356","Crystal Palace","Manchester United","yes","Scott Dann","D",6.7
"h_player_2357","Southampton","Brighton & Hove Albion","yes","Jan Bednarek","D",7.2
"h_player_2358","West Ham United","Watford","yes","Issa Diop","D",6.3
"h_player_2359","Norwich City","Burnley","yes","Ben Godfrey","D",6.7
"h_player_2360","Bournemouth","Southampton","yes","Steve Cook","D",6.7
"h_player_2361","Tottenham","Leicester City","yes","Davinson Sánchez","D",7.6
"h_player_2362","Sheffield United","Everton","yes","John Egan","D",6.8
"h_player_2363","Brighton & Hove Albion","Newcastle United","yes","Adam Webster","D",7.6
"h_player_2364","Wolverhampton","Crystal Palace","yes","Conor Coady","D",7
"h_player_2365","Watford","Manchester City","yes","Christian Kabasele","D",6.4
"h_player_2366","Aston Villa","Arsenal","yes","Ezri Konsa","D",7.5
"h_player_2367","Manchester United","West Ham United","yes","Victor Lindelöf","D",6.6
"h_player_2368","Liverpool","Chelsea","yes","Joe Gomez","D",6.4
"h_player_2369","Southampton","Sheffield United","yes","Jack Stephens","D",6.6
"h_player_2370","Chelsea","Wolverhampton","yes","Kurt Zouma","D",7.5
"h_player_2371","West Ham United","Aston Villa","yes","Issa Diop","D",6.6
"h_player_2372","Leicester City","Manchester United","yes","Wes Morgan","D",6.4
"h_player_2373","Arsenal","Watford","yes","Rob Holding","D",6.8
"h_player_2374","Newcastle United","Liverpool","yes","Federico Fernández","D",6.6
"h_player_2375","Everton","Bournemouth","yes","Michael Keane","D",7.1
"h_player_2376","Manchester City","Norwich City","yes","Eric García","D",6.9
"h_player_2377","Burnley","Brighton & Hove Albion","yes","Kevin Long","D",6.4
"h_player_2378","Crystal Palace","Tottenham","yes","Cheikhou Kouyaté","D",7
"h_player_2379","Fulham","Arsenal","yes","Michael Hector","D",6.8
"h_player_2380","Crystal Palace","Southampton","yes","Cheikhou Kouyaté","D",6.8
"h_player_2381","Liverpool","Leeds United","yes","Joe Gomez","D",6.3
"h_player_2382","West Ham United","Newcastle United","yes","Issa Diop","D",6.8
"h_player_2383","West Bromwich Albion","Leicester City","yes","Semi Ajayi","D",5.4
"h_player_2384","Tottenham","Everton","yes","Toby Alderweireld","D",6.8
"h_player_2385","Sheffield United","Wolverhampton","yes","John Egan","D",6.4
"h_player_2386","Brighton & Hove Albion","Chelsea","yes","Lewis Dunk","D",7
"h_player_2387","Everton","West Bromwich Albion","yes","Yerry Mina","D",6.9
"h_player_2388","Leeds United","Fulham","yes","Robin Koch","D",6.6
"h_player_2389","Manchester United","Crystal Palace","yes","Victor Lindelöf","D",6.4
"h_player_2390","Arsenal","West Ham United","yes","Gabriel","D",7.6
"h_player_2391","Southampton","Tottenham","yes","Jack Stephens","D",5.7
"h_player_2392","Newcastle United","Brighton & Hove Albion","yes","Jamaal Lascelles","D",6.3
"h_player_2393","Chelsea","Liverpool","yes","Andreas Christensen","D",6.5
"h_player_2394","Leicester City","Burnley","yes","Wilfred Ndidi","D",6.9
"h_player_2395","Aston Villa","Sheffield United","yes","Ezri Konsa","D",8.1
"h_player_2396","Wolverhampton","Manchester City","yes","Willy Boly","D",6.6
"h_player_2397","Brighton & Hove Albion","Manchester United","yes","Lewis Dunk","D",6
"h_player_2398","Crystal Palace","Everton","yes","Cheikhou Kouyaté","D",7.5
"h_player_2399","West Bromwich Albion","Chelsea","yes","Semi Ajayi","D",6.5
"h_player_2400","Burnley","Southampton","yes","Kevin Long","D",7.2
"h_player_2401","Sheffield United","Leeds United","yes","Ethan Ampadu","D",7
"h_player_2402","Tottenham","Newcastle United","yes","Davinson Sánchez","D",6.8
"h_player_2403","Manchester City","Leicester City","yes","Eric García","D",6.1
"h_player_2404","West Ham United","Wolverhampton","yes","Fabián Balbuena","D",7.2
"h_player_2405","Fulham","Aston Villa","yes","Michael Hector","D",6.1
"h_player_2406","Liverpool","Arsenal","yes","Joe Gomez","D",7.1
"h_player_2407","Chelsea","Crystal Palace","yes","Thiago Silva","D",7.6
"h_player_2408","Everton","Brighton & Hove Albion","yes","Yerry Mina","D",8.1
"h_player_2409","Leeds United","Manchester City","yes","Robin Koch","D",6.4
"h_player_2410","Newcastle United","Burnley","yes","Fabian Schär","D",6.4
"h_player_2411","Southampton","West Bromwich Albion","yes","Jan Bednarek","D",7.3
"h_player_2412","Leicester City","West Ham United","yes","Jonny Evans","D",6.5
"h_player_2413","Wolverhampton","Fulham","yes","Conor Coady","D",7.1
"h_player_2414","Arsenal","Sheffield United","yes","David Luiz","D",6.9
"h_player_2415","Manchester United","Tottenham","yes","Eric Bailly","D",5.8
"h_player_2416","Aston Villa","Liverpool","yes","Ezri Konsa","D",6.8
"h_player_2417","Everton","Liverpool","yes","Yerry Mina","D",5.7
"h_player_2418","Chelsea","Southampton","yes","Andreas Christensen","D",6.7
"h_player_2419","Manchester City","Arsenal","yes","Rúben Dias","D",7.2
"h_player_2420","Newcastle United","Manchester United","yes","Jamaal Lascelles","D",7.1
"h_player_2421","Sheffield United","Fulham","yes","John Egan","D",6.6
"h_player_2422","Crystal Palace","Brighton & Hove Albion","yes","Cheikhou Kouyaté","D",6.8
"h_player_2423","Tottenham","West Ham United","yes","Toby Alderweireld","D",6.7
"h_player_2424","Leicester City","Aston Villa","yes","Wesley Fofana","D",7.2
"h_player_2425","West Bromwich Albion","Burnley","yes","Branislav Ivanović","D",7.2
"h_player_2426","Leeds United","Wolverhampton","yes","Robin Koch","D",7.3
"h_player_2427","Aston Villa","Leeds United","yes","Ezri Konsa","D",6.9
"h_player_2428","West Ham United","Manchester City","yes","Fabián Balbuena","D",6.9
"h_player_2429","Fulham","Crystal Palace","yes","Tosin Adarabioyo","D",6.9
"h_player_2430","Manchester United","Chelsea","yes","Victor Lindelöf","D",7.4
"h_player_2431","Liverpool","Sheffield United","yes","Fabinho","D",6.7
"h_player_2432","Southampton","Everton","yes","Jan Bednarek","D",7.3
"h_player_2433","Wolverhampton","Newcastle United","yes","Conor Coady","D",7
"h_player_2434","Arsenal","Leicester City","yes","Gabriel","D",6.9
"h_player_2435","Brighton & Hove Albion","West Bromwich Albion","yes","Joël Veltman","D",6.7
"h_player_2436","Burnley","Tottenham","yes","Kevin Long","D",6.6
"h_player_2437","Wolverhampton","Crystal Palace","yes","Conor Coady","D",8
"h_player_2438","Sheffield United","Manchester City","yes","Chris Basham","D",6.6
"h_player_2439","Burnley","Chelsea","yes","Kevin Long","D",6.5
"h_player_2440","Liverpool","West Ham United","yes","Nathaniel Phillips","D",6.5
"h_player_2441","Aston Villa","Southampton","yes","Ezri Konsa","D",6.1
"h_player_2442","Newcastle United","Everton","yes","Fabian Schär","D",6.1
"h_player_2443","Manchester United","Arsenal","yes","Victor Lindelöf","D",6.8
"h_player_2444","Tottenham","Brighton & Hove Albion","yes","Toby Alderweireld","D",6.7
"h_player_2445","Fulham","West Bromwich Albion","yes","Joachim Andersen","D",7.2
"h_player_2446","Leeds United","Leicester City","yes","Robin Koch","D",5.9
"h_player_2447","Brighton & Hove Albion","Burnley","yes","Joël Veltman","D",7.1
"h_player_2448","Southampton","Newcastle United","yes","Jan Bednarek","D",7.4
"h_player_2449","Everton","Manchester United","yes","Michael Keane","D",6.5
"h_player_2450","Crystal Palace","Leeds United","yes","Cheikhou Kouyaté","D",6.8
"h_player_2451","Chelsea","Sheffield United","yes","Kurt Zouma","D",6.6
"h_player_2452","West Ham United","Fulham","yes","Angelo Ogbonna","D",6.8
"h_player_2453","West Bromwich Albion","Tottenham","yes","Semi Ajayi","D",7.6
"h_player_2454","Leicester City","Wolverhampton","yes","Jonny Evans","D",7.1
"h_player_2455","Manchester City","Liverpool","yes","Rúben Dias","D",6.9
"h_player_2456","Arsenal","Aston Villa","yes","Gabriel","D",6.6
"h_player_31","Liverpool","Norwich City","yes","Virgil van Dijk","D",7.8
"h_player_32","West Ham United","Manchester City","yes","Issa Diop","D",5.4
"h_player_33","Bournemouth","Sheffield United","yes","Nathan Aké","D",7.1
"h_player_34","Watford","Brighton & Hove Albion","yes","Craig Cathcart","D",6.2
"h_player_35","Burnley","Southampton","yes","Ben Mee","D",7.2
"h_player_36","Crystal Palace","Everton","yes","Scott Dann","D",6.7
"h_player_37","Tottenham","Aston Villa","yes","Davinson Sánchez","D",6.8
"h_player_38","Newcastle United","Arsenal","yes","Paul Dummett","D",7.4
"h_player_39","Leicester City","Wolverhampton","yes","Çağlar Söyüncü","D",7.2
"h_player_310","Manchester United","Chelsea","yes","Harry Maguire","D",7.7
"h_player_311","Arsenal","Burnley","yes","David Luiz","D",7
"h_player_312","Southampton","Liverpool","yes","Jannik Vestergaard","D",6.5
"h_player_313","Norwich City","Newcastle United","yes","Ben Godfrey","D",6.8
"h_player_314","Everton","Watford","yes","Yerry Mina","D",7.2
"h_player_315","Aston Villa","Bournemouth","yes","Tyrone Mings","D",7
"h_player_316","Brighton & Hove Albion","West Ham United","yes","Dan Burn","D",7
"h_player_317","Manchester City","Tottenham","yes","Aymeric Laporte","D",7
"h_player_318","Sheffield United","Crystal Palace","yes","Jack OConnell","D",7.3
"h_player_319","Chelsea","Leicester City","yes","Kurt Zouma","D",6.8
"h_player_320","Wolverhampton","Manchester United","yes","Willy Boly","D",6.8
"h_player_321","Aston Villa","Everton","yes","Tyrone Mings","D",7.3
"h_player_322","Norwich City","Chelsea","yes","Ben Godfrey","D",7.2
"h_player_323","Sheffield United","Leicester City","yes","Jack OConnell","D",6.7
"h_player_324","Watford","West Ham United","yes","Craig Cathcart","D",6.2
"h_player_325","Brighton & Hove Albion","Southampton","yes","Dan Burn","D",6.5
"h_player_326","Manchester United","Crystal Palace","yes","Harry Maguire","D",7.4
"h_player_327","Liverpool","Arsenal","yes","Virgil van Dijk","D",6.5
"h_player_328","Bournemouth","Manchester City","yes","Steve Cook","D",6.8
"h_player_329","Wolverhampton","Burnley","yes","Willy Boly","D",7.5
"h_player_330","Tottenham","Newcastle United","yes","Davinson Sánchez","D",6.7
"h_player_331","Southampton","Manchester United","yes","Jannik Vestergaard","D",7.7
"h_player_332","Manchester City","Brighton & Hove Albion","yes","Aymeric Laporte","D",6.5
"h_player_333","West Ham United","Norwich City","yes","Angelo Ogbonna","D",7
"h_player_334","Newcastle United","Watford","yes","Jamaal Lascelles","D",6.9
"h_player_335","Crystal Palace","Aston Villa","yes","Gary Cahill","D",7.3
"h_player_336","Chelsea","Sheffield United","yes","Kurt Zouma","D",6.8
"h_player_337","Leicester City","Bournemouth","yes","Çağlar Söyüncü","D",7.2
"h_player_338","Burnley","Liverpool","yes","Ben Mee","D",6.4
"h_player_339","Everton","Wolverhampton","yes","Yerry Mina","D",6.8
"h_player_340","Arsenal","Tottenham","yes","David Luiz","D",6.8
"h_player_341","Liverpool","Newcastle United","yes","Virgil van Dijk","D",7.6
"h_player_342","Sheffield United","Southampton","yes","Jack OConnell","D",6.4
"h_player_343","Tottenham","Crystal Palace","yes","Jan Vertonghen","D",7.5
"h_player_344","Wolverhampton","Chelsea","yes","Romain Saïss","D",6.1
"h_player_345","Brighton & Hove Albion","Burnley","yes","Adam Webster","D",6.7
"h_player_346","Manchester United","Leicester City","yes","Harry Maguire","D",7.4
"h_player_347","Norwich City","Manchester City","yes","Ben Godfrey","D",6.8
"h_player_348","Bournemouth","Everton","yes","Nathan Aké","D",7.1
"h_player_349","Watford","Arsenal","yes","Christian Kabasele","D",6.4
"h_player_350","Aston Villa","West Ham United","yes","Tyrone Mings","D",7.2
"h_player_351","Southampton","Bournemouth","yes","Jannik Vestergaard","D",6.4
"h_player_352","Leicester City","Tottenham","yes","Çağlar Söyüncü","D",7.2
"h_player_353","Manchester City","Watford","yes","Fernandinho","D",7.5
"h_player_354","Everton","Sheffield United","yes","Yerry Mina","D",6.6
"h_player_355","Burnley","Norwich City","yes","Ben Mee","D",7.1
"h_player_356","Newcastle United","Brighton & Hove Albion","yes","Jamaal Lascelles","D",7.1
"h_player_357","West Ham United","Manchester United","yes","Angelo Ogbonna","D",7.2
"h_player_358","Crystal Palace","Wolverhampton","yes","Mamadou Sakho","D",6.5
"h_player_359","Arsenal","Aston Villa","yes","David Luiz","D",7.2
"h_player_360","Chelsea","Liverpool","yes","Fikayo Tomori","D",6.9
"h_player_361","Sheffield United","Liverpool","yes","Jack OConnell","D",6.7
"h_player_362","Wolverhampton","Watford","yes","Romain Saïss","D",7.2
"h_player_363","Tottenham","Southampton","yes","Jan Vertonghen","D",7.1
"h_player_364","Bournemouth","West Ham United","yes","Nathan Aké","D",7.4
"h_player_365","Aston Villa","Burnley","yes","Tyrone Mings","D",6.8
"h_player_366","Chelsea","Brighton & Hove Albion","yes","Fikayo Tomori","D",7.4
"h_player_367","Crystal Palace","Norwich City","yes","Gary Cahill","D",7.2
"h_player_368","Leicester City","Newcastle United","yes","Çağlar Söyüncü","D",7.4
"h_player_369","Manchester United","Arsenal","yes","Harry Maguire","D",6.7
"h_player_370","Brighton & Hove Albion","Tottenham","yes","Lewis Dunk","D",7.6
"h_player_371","Norwich City","Aston Villa","yes","Ben Godfrey","D",6.1
"h_player_372","Watford","Sheffield United","yes","Sebastian Prödl","D",6.7
"h_player_373","Liverpool","Leicester City","yes","Virgil van Dijk","D",7.1
"h_player_374","Burnley","Everton","yes","Ben Mee","D",7.6
"h_player_375","West Ham United","Crystal Palace","yes","Angelo Ogbonna","D",6.9
"h_player_376","Southampton","Chelsea","yes","Maya Yoshida","D",6.1
"h_player_377","Arsenal","Bournemouth","yes","David Luiz","D",7.7
"h_player_378","Manchester City","Wolverhampton","yes","Fernandinho","D",7.1
"h_player_379","Newcastle United","Manchester United","yes","Jamaal Lascelles","D",6.9
"h_player_380","Everton","West Ham United","yes","Yerry Mina","D",7.2
"h_player_381","Wolverhampton","Southampton","yes","Willy Boly","D",6.4
"h_player_382","Chelsea","Newcastle United","yes","Fikayo Tomori","D",7.1
"h_player_383","Leicester City","Burnley","yes","Çağlar Söyüncü","D",7.7
"h_player_384","Aston Villa","Brighton & Hove Albion","yes","Tyrone Mings","D",6.7
"h_player_385","Bournemouth","Norwich City","yes","Nathan Aké","D",7.1
"h_player_386","Crystal Palace","Manchester City","yes","Gary Cahill","D",6.9
"h_player_387","Manchester United","Liverpool","yes","Marcos Rojo","D",6.4
"h_player_388","Sheffield United","Arsenal","yes","Jack OConnell","D",7.2
"h_player_389","Southampton","Leicester City","yes","Jannik Vestergaard","D",5.5
"h_player_390","Manchester City","Aston Villa","yes","John Stones","D",7.4
"h_player_391","Watford","Bournemouth","yes","Craig Dawson","D",7.1
"h_player_392","West Ham United","Sheffield United","yes","Issa Diop","D",6.7
"h_player_393","Brighton & Hove Albion","Everton","yes","Lewis Dunk","D",6.8
"h_player_394","Burnley","Chelsea","yes","Ben Mee","D",6.7
"h_player_395","Newcastle United","Wolverhampton","yes","Jamaal Lascelles","D",7.4
"h_player_396","Norwich City","Manchester United","yes","Ben Godfrey","D",6.2
"h_player_397","Liverpool","Tottenham","yes","Virgil van Dijk","D",7
"h_player_398","Arsenal","Crystal Palace","yes","David Luiz","D",7.5
"h_player_399","Bournemouth","Manchester United","yes","Nathan Aké","D",7.1
"h_player_3100","West Ham United","Newcastle United","yes","Issa Diop","D",6.2
"h_player_3101","Manchester City","Southampton","yes","John Stones","D",7.2
"h_player_3102","Sheffield United","Burnley","yes","Jack OConnell","D",7
"h_player_3103","Brighton & Hove Albion","Norwich City","yes","Lewis Dunk","D",7.9
"h_player_3104","Aston Villa","Liverpool","yes","Tyrone Mings","D",6.9
"h_player_3105","Arsenal","Wolverhampton","yes","David Luiz","D",6.7
"h_player_3106","Watford","Chelsea","yes","Craig Dawson","D",6.8
"h_player_3107","Crystal Palace","Leicester City","yes","Gary Cahill","D",6.3
"h_player_3108","Everton","Tottenham","yes","Mason Holgate","D",7
"h_player_3109","Norwich City","Watford","yes","Ben Godfrey","D",7.2
"h_player_3110","Chelsea","Crystal Palace","yes","Fikayo Tomori","D",7.4
"h_player_3111","Tottenham","Sheffield United","yes","Eric Dier","D",6.6
"h_player_3112","Southampton","Everton","yes","Jannik Vestergaard","D",6.6
"h_player_3113","Newcastle United","Bournemouth","yes","Jamaal Lascelles","D",6.4
"h_player_3114","Burnley","West Ham United","yes","Ben Mee","D",7.9
"h_player_3115","Leicester City","Arsenal","yes","Çağlar Söyüncü","D",7.1
"h_player_3116","Wolverhampton","Aston Villa","yes","Romain Saïss","D",6.6
"h_player_3117","Manchester United","Brighton & Hove Albion","yes","Harry Maguire","D",6.8
"h_player_3118","Liverpool","Manchester City","yes","Virgil van Dijk","D",7.1
"h_player_3119","West Ham United","Tottenham","yes","Angelo Ogbonna","D",7.1
"h_player_3120","Watford","Burnley","yes","Craig Dawson","D",6.8
"h_player_3121","Brighton & Hove Albion","Leicester City","yes","Dan Burn","D",7
"h_player_3122","Bournemouth","Wolverhampton","yes","Nathan Aké","D",6.4
"h_player_3123","Arsenal","Southampton","yes","Sokratis","D",6.5
"h_player_3124","Crystal Palace","Liverpool","yes","Gary Cahill","D",6.5
"h_player_3125","Everton","Norwich City","yes","Mason Holgate","D",6.7
"h_player_3126","Manchester City","Chelsea","yes","Fernandinho","D",7.5
"h_player_3127","Sheffield United","Manchester United","yes","Jack OConnell","D",7
"h_player_3128","Aston Villa","Newcastle United","yes","Tyrone Mings","D",7.3
"h_player_3129","Newcastle United","Manchester City","yes","Ciaran Clark","D",7.1
"h_player_3130","Tottenham","Bournemouth","yes","Toby Alderweireld","D",7.6
"h_player_3131","Liverpool","Brighton & Hove Albion","yes","Virgil van Dijk","D",8.9
"h_player_3132","Burnley","Crystal Palace","yes","Ben Mee","D",6.4
"h_player_3133","Chelsea","West Ham United","yes","Fikayo Tomori","D",6.6
"h_player_3134","Southampton","Watford","yes","Jan Bednarek","D",6.8
"h_player_3135","Wolverhampton","Sheffield United","yes","Max Kilman","D",6.5
"h_player_3136","Norwich City","Arsenal","yes","Ben Godfrey","D",7.1
"h_player_3137","Manchester United","Aston Villa","yes","Harry Maguire","D",6.3
"h_player_3138","Leicester City","Everton","yes","Çağlar Söyüncü","D",6.5
"h_player_3139","Crystal Palace","Bournemouth","yes","Mamadou Sakho","D",3.3
"h_player_3140","Burnley","Manchester City","yes","Ben Mee","D",6.3
"h_player_3141","Chelsea","Aston Villa","yes","Kurt Zouma","D",6.7
"h_player_3142","Southampton","Norwich City","yes","Jan Bednarek","D",7.4
"h_player_3143","Wolverhampton","West Ham United","yes","Romain Saïss","D",7.4
"h_player_3144","Manchester United","Tottenham","yes","Harry Maguire","D",6.7
"h_player_3145","Leicester City","Watford","yes","Çağlar Söyüncü","D",7.4
"h_player_3146","Liverpool","Everton","yes","Virgil van Dijk","D",6.9
"h_player_3147","Sheffield United","Newcastle United","yes","Jack OConnell","D",6.7
"h_player_3148","Arsenal","Brighton & Hove Albion","yes","David Luiz","D",6.9
"h_player_3149","Everton","Chelsea","yes","Mason Holgate","D",7.2
"h_player_3150","Watford","Crystal Palace","yes","Craig Cathcart","D",6.8
"h_player_3151","Tottenham","Burnley","yes","Toby Alderweireld","D",7.1
"h_player_3152","Bournemouth","Liverpool","yes","Nathan Aké","D",6.7
"h_player_3153","Manchester City","Manchester United","yes","Fernandinho","D",6.7
"h_player_3154","Norwich City","Sheffield United","yes","Ben Godfrey","D",6.2
"h_player_3155","Newcastle United","Southampton","yes","Ciaran Clark","D",7.1
"h_player_3156","Aston Villa","Leicester City","yes","Tyrone Mings","D",6.3
"h_player_3157","Brighton & Hove Albion","Wolverhampton","yes","Lewis Dunk","D",6.7
"h_player_3158","West Ham United","Arsenal","yes","Angelo Ogbonna","D",6.8
"h_player_3159","Liverpool","Watford","yes","Virgil van Dijk","D",7.3
"h_player_3160","Sheffield United","Aston Villa","yes","Jack OConnell","D",7.2
"h_player_3161","Burnley","Newcastle United","yes","Ben Mee","D",6.8
"h_player_3162","Leicester City","Norwich City","yes","Çağlar Söyüncü","D",7.4
"h_player_3163","Chelsea","Bournemouth","yes","Kurt Zouma","D",7.8
"h_player_3164","Southampton","West Ham United","yes","Jan Bednarek","D",6.8
"h_player_3165","Manchester United","Everton","yes","Harry Maguire","D",7.2
"h_player_3166","Wolverhampton","Tottenham","yes","Romain Saïss","D",6.9
"h_player_3167","Arsenal","Manchester City","yes","Sokratis","D",6.3
"h_player_3168","Crystal Palace","Brighton & Hove Albion","yes","Scott Dann","D",6.5
"h_player_3169","Everton","Arsenal","yes","Mason Holgate","D",7.2
"h_player_3170","Aston Villa","Southampton","yes","Kortney Hause","D",6.6
"h_player_3171","Bournemouth","Burnley","yes","Chris Mepham","D",7.3
"h_player_3172","Norwich City","Wolverhampton","yes","Grant Hanley","D",6.9
"h_player_3173","Brighton & Hove Albion","Sheffield United","yes","Lewis Dunk","D",7.2
"h_player_3174","Newcastle United","Crystal Palace","yes","Florian Lejeune","D",7.7
"h_player_3175","Manchester City","Leicester City","yes","Nicolás Otamendi","D",6.7
"h_player_3176","Watford","Manchester United","yes","Craig Cathcart","D",6.8
"h_player_3177","Tottenham","Chelsea","yes","Toby Alderweireld","D",6.9
"h_player_3178","West Ham United","Liverpool","yes","Angelo Ogbonna","D",6.4
"h_player_3179","Tottenham","Brighton & Hove Albion","yes","Jan Vertonghen","D",7.4
"h_player_3180","Sheffield United","Watford","yes","Jack OConnell","D",7.3
"h_player_3181","Aston Villa","Norwich City","yes","Kortney Hause","D",8
"h_player_3182","Crystal Palace","West Ham United","yes","Mamadou Sakho","D",7.1
"h_player_3183","Everton","Burnley","yes","Mason Holgate","D",7.2
"h_player_3184","Chelsea","Southampton","yes","Fikayo Tomori","D",6.9
"h_player_3185","Bournemouth","Arsenal","yes","Chris Mepham","D",7.3
"h_player_3186","Manchester United","Newcastle United","yes","Harry Maguire","D",7.7
"h_player_3187","Leicester City","Liverpool","yes","Çağlar Söyüncü","D",6.4
"h_player_3188","Wolverhampton","Manchester City","yes","Romain Saïss","D",6.6
"h_player_3189","Brighton & Hove Albion","Bournemouth","yes","Lewis Dunk","D",7.6
"h_player_3190","Southampton","Crystal Palace","yes","Jan Bednarek","D",6.7
"h_player_3191","Watford","Aston Villa","yes","Craig Cathcart","D",6.9
"h_player_3192","Newcastle United","Everton","yes","Florian Lejeune","D",6.7
"h_player_3193","West Ham United","Leicester City","yes","Issa Diop","D",6.7
"h_player_3194","Norwich City","Tottenham","yes","Grant Hanley","D",7
"h_player_3195","Burnley","Manchester United","yes","Ben Mee","D",6.1
"h_player_3196","Arsenal","Chelsea","yes","David Luiz","D",6.9
"h_player_3197","Liverpool","Wolverhampton","yes","Virgil van Dijk","D",7.4
"h_player_3198","Manchester City","Sheffield United","yes","Eric García","D",7.1
"h_player_3199","Burnley","Aston Villa","yes","Ben Mee","D",6.9
"h_player_3200","Brighton & Hove Albion","Chelsea","yes","Lewis Dunk","D",7.2
"h_player_3201","Watford","Wolverhampton","yes","Craig Cathcart","D",6.8
"h_player_3202","Southampton","Tottenham","yes","Jan Bednarek","D",6.8
"h_player_3203","Newcastle United","Leicester City","yes","Florian Lejeune","D",4.9
"h_player_3204","Norwich City","Crystal Palace","yes","Grant Hanley","D",7.2
"h_player_3205","West Ham United","Bournemouth","yes","Angelo Ogbonna","D",7.1
"h_player_3206","Manchester City","Everton","yes","Eric García","D",6.9
"h_player_3207","Arsenal","Manchester United","yes","David Luiz","D",7.6
"h_player_3208","Liverpool","Sheffield United","yes","Virgil van Dijk","D",8.1
"h_player_3209","Sheffield United","West Ham United","yes","Jack OConnell","D",6.7
"h_player_3210","Crystal Palace","Arsenal","yes","Gary Cahill","D",6.6
"h_player_3211","Wolverhampton","Newcastle United","yes","Romain Saïss","D",7.1
"h_player_3212","Manchester United","Norwich City","yes","Harry Maguire","D",7.5
"h_player_3213","Chelsea","Burnley","yes","Antonio Rüdiger","D",7.2
"h_player_3214","Leicester City","Southampton","yes","Jonny Evans","D",7
"h_player_3215","Everton","Brighton & Hove Albion","yes","Mason Holgate","D",7.5
"h_player_3216","Tottenham","Liverpool","yes","Davinson Sánchez","D",6.7
"h_player_3217","Bournemouth","Watford","yes","Steve Cook","D",6.3
"h_player_3218","Aston Villa","Manchester City","yes","Tyrone Mings","D",6.4
"h_player_3219","Watford","Tottenham","yes","Craig Cathcart","D",7.5
"h_player_3220","West Ham United","Everton","yes","Angelo Ogbonna","D",6.8
"h_player_3221","Norwich City","Bournemouth","yes","Ben Godfrey","D",6.8
"h_player_3222","Southampton","Wolverhampton","yes","Jan Bednarek","D",6.4
"h_player_3223","Brighton & Hove Albion","Aston Villa","yes","Lewis Dunk","D",6.4
"h_player_3224","Manchester City","Crystal Palace","yes","Fernandinho","D",6.2
"h_player_3225","Arsenal","Sheffield United","yes","David Luiz","D",6.9
"h_player_3226","Newcastle United","Chelsea","yes","Jamaal Lascelles","D",7.4
"h_player_3227","Burnley","Leicester City","yes","Ben Mee","D",6.3
"h_player_3228","Liverpool","Manchester United","yes","Virgil van Dijk","D",8
"h_player_3229","Crystal Palace","Southampton","yes","Gary Cahill","D",6.8
"h_player_3230","Aston Villa","Watford","yes","Kortney Hause","D",7.4
"h_player_3231","Sheffield United","Manchester City","yes","Jack OConnell","D",7.1
"h_player_3232","Everton","Newcastle United","yes","Mason Holgate","D",7.3
"h_player_3233","Bournemouth","Brighton & Hove Albion","yes","Nathan Aké","D",7.3
"h_player_3234","Chelsea","Arsenal","yes","Antonio Rüdiger","D",7.3
"h_player_3235","Leicester City","West Ham United","yes","Çağlar Söyüncü","D",7.1
"h_player_3236","Tottenham","Norwich City","yes","Jan Vertonghen","D",6.6
"h_player_3237","Manchester United","Burnley","yes","Harry Maguire","D",6.8
"h_player_3238","Wolverhampton","Liverpool","yes","Romain Saïss","D",6.8
"h_player_3239","Leicester City","Chelsea","yes","Çağlar Söyüncü","D",7
"h_player_3240","Liverpool","Southampton","yes","Virgil van Dijk","D",7.3
"h_player_3241","West Ham United","Brighton & Hove Albion","yes","Angelo Ogbonna","D",6.3
"h_player_3242","Watford","Everton","yes","Craig Cathcart","D",6.6
"h_player_3243","Crystal Palace","Sheffield United","yes","Gary Cahill","D",7.4
"h_player_3244","Newcastle United","Norwich City","yes","Jamaal Lascelles","D",7
"h_player_3245","Bournemouth","Aston Villa","yes","Nathan Aké","D",7.4
"h_player_3246","Manchester United","Wolverhampton","yes","Harry Maguire","D",7.6
"h_player_3247","Burnley","Arsenal","yes","Ben Mee","D",7.2
"h_player_3248","Tottenham","Manchester City","yes","Davinson Sánchez","D",7.3
"h_player_3249","Everton","Crystal Palace","yes","Michael Keane","D",6.9
"h_player_3250","Brighton & Hove Albion","Watford","yes","Lewis Dunk","D",7.1
"h_player_3251","Sheffield United","Bournemouth","yes","Jack OConnell","D",7.3
"h_player_3252","Wolverhampton","Leicester City","yes","Romain Saïss","D",6.9
"h_player_3253","Southampton","Burnley","yes","Jannik Vestergaard","D",6.4
"h_player_3254","Norwich City","Liverpool","yes","Grant Hanley","D",7.5
"h_player_3255","Aston Villa","Tottenham","yes","Kortney Hause","D",6.8
"h_player_3256","Arsenal","Newcastle United","yes","David Luiz","D",7.5
"h_player_3257","Chelsea","Manchester United","yes","Antonio Rüdiger","D",6.8
"h_player_3258","Manchester City","West Ham United","yes","Aymeric Laporte","D",6.6
"h_player_3259","Chelsea","Tottenham","yes","Antonio Rüdiger","D",6.2
"h_player_3260","Sheffield United","Brighton & Hove Albion","yes","Jack OConnell","D",7.3
"h_player_3261","Crystal Palace","Newcastle United","yes","Gary Cahill","D",7.2
"h_player_3262","Southampton","Aston Villa","yes","Jan Bednarek","D",7.3
"h_player_3263","Burnley","Bournemouth","yes","Ben Mee","D",7
"h_player_3264","Leicester City","Manchester City","yes","Christian Fuchs","D",6.9
"h_player_3265","Manchester United","Watford","yes","Harry Maguire","D",7.6
